Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,217.70,217.70,217.70,217.70,000,217.70
2014-12-30,218.80,218.80,218.80,218.80,000,218.80
2014-12-29,219.97,219.97,219.97,219.97,000,219.97
2014-12-26,219.37,219.37,219.37,219.37,000,219.37
2014-12-24,217.42,217.42,217.42,217.42,000,217.42
2014-12-23,216.00999,216.00999,216.00999,216.00999,000,216.00999
2014-12-22,221.21001,221.21001,221.21001,221.21001,000,221.21001
2014-12-19,222.88,222.88,222.88,222.88,000,203.22099
2014-12-18,240.67999,240.67999,240.67999,240.67999,000,219.45094
2014-12-17,234.57001,234.57001,234.57001,234.57001,000,213.87988
2014-12-16,228.81,228.81,228.81,228.81,000,208.62794
2014-12-15,231.33,231.33,231.33,231.33,000,210.92567
2014-12-12,233.92999,233.92999,233.92999,233.92999,000,213.29633
2014-12-11,237.03999,237.03999,237.03999,237.03999,000,216.13202
2014-12-10,235.00999,235.00999,235.00999,235.00999,000,214.28107
2014-12-09,239.09,239.09,239.09,239.09,000,218.00119
2014-12-08,239.28,239.28,239.28,239.28,000,218.17444
2014-12-05,237.77,237.77,237.77,237.77,000,216.79764
2014-12-04,236.25,236.25,236.25,236.25,000,215.4117
2014-12-03,236.89999,236.89999,236.89999,236.89999,000,216.00436
2014-12-02,236.50999,236.50999,236.50999,236.50999,000,215.64876
2014-12-01,233.59,233.59,233.59,233.59,000,212.98633
2014-11-28,236.08,236.08,236.08,236.08,000,215.2567
2014-11-26,235.56,235.56,235.56,235.56,000,214.78256
2014-11-25,233.81,233.81,233.81,233.81,000,213.18692
2014-11-24,234.07001,234.07001,234.07001,234.07001,000,213.424
2014-11-21,230.53999,230.53999,230.53999,230.53999,000,210.20534
2014-11-20,229.67999,229.67999,229.67999,229.67999,000,209.4212
2014-11-19,230.25999,230.25999,230.25999,230.25999,000,209.95004
2014-11-18,232.13,232.13,232.13,232.13,000,211.65511
2014-11-17,226.92999,226.92999,226.92999,226.92999,000,206.91376
2014-11-14,225.84,225.84,225.84,225.84,000,205.91991
2014-11-13,227.70,227.70,227.70,227.70,000,207.61584
2014-11-12,228.25,228.25,228.25,228.25,000,208.11734
2014-11-11,228.56,228.56,228.56,228.56,000,208.39999
2014-11-10,228.37,228.37,228.37,228.37,000,208.22675
2014-11-07,226.12,226.12,226.12,226.12,000,206.1752
2014-11-06,229.83,229.83,229.83,229.83,000,209.55797
2014-11-05,227.67,227.67,227.67,227.67,000,207.58849
2014-11-04,228.53999,228.53999,228.53999,228.53999,000,208.38174
2014-11-03,229.07001,229.07001,229.07001,229.07001,000,208.86502
2014-10-31,228.70,228.70,228.70,228.70,000,208.52763
2014-10-30,227.82001,227.82001,227.82001,227.82001,000,207.72527
2014-10-29,224.80,224.80,224.80,224.80,000,204.97165
2014-10-28,225.53,225.53,225.53,225.53,000,205.63725
2014-10-27,222.74001,222.74001,222.74001,222.74001,000,203.09335
2014-10-24,222.31,222.31,222.31,222.31,000,202.70126
2014-10-23,219.28999,219.28999,219.28999,219.28999,000,199.94765
2014-10-22,214.96001,214.96001,214.96001,214.96001,000,195.99957
2014-10-21,216.39,216.39,216.39,216.39,000,197.30344
2014-10-20,211.17999,211.17999,211.17999,211.17999,000,192.55298
2014-10-17,208.22,208.22,208.22,208.22,000,189.85406
2014-10-16,206.69,206.69,206.69,206.69,000,188.45903
2014-10-15,205.20,205.20,205.20,205.20,000,187.10045
2014-10-14,208.33,208.33,208.33,208.33,000,189.95438
2014-10-13,208.97,208.97,208.97,208.97,000,190.53792
2014-10-10,213.66,213.66,213.66,213.66,000,194.81424
2014-10-09,216.73,216.73,216.73,216.73,000,197.61345
2014-10-08,221.53999,221.53999,221.53999,221.53999,000,201.99918
2014-10-07,216.60001,216.60001,216.60001,216.60001,000,197.49492
2014-10-06,220.21001,220.21001,220.21001,220.21001,000,200.7865
2014-10-03,222.44,222.44,222.44,222.44,000,202.81981
2014-10-02,217.27,217.27,217.27,217.27,000,198.10582
2014-10-01,218.92,218.92,218.92,218.92,000,199.61028
2014-09-30,218.92,218.92,218.92,218.92,000,199.61028
2014-09-29,221.12,221.12,221.12,221.12,000,201.61623
2014-09-26,221.12,221.12,221.12,221.12,000,201.61623
2014-09-25,219.89,219.89,219.89,219.89,000,200.49472
2014-09-24,223.57001,223.57001,223.57001,223.57001,000,203.85014
2014-09-23,218.81,218.81,218.81,218.81,000,199.50998
2014-09-22,219.53999,219.53999,219.53999,219.53999,000,200.17558
2014-09-19,221.81,221.81,221.81,221.81,000,202.24538
2014-09-18,221.74001,221.74001,221.74001,221.74001,000,202.18155
2014-09-17,220.77,220.77,220.77,220.77,000,201.2971
2014-09-16,220.02,220.02,220.02,220.02,000,200.61327
2014-09-15,217.49001,217.49001,217.49001,217.49001,000,198.30643
2014-09-12,218.94,218.94,218.94,218.94,000,199.62852
2014-09-11,220.30,220.30,220.30,220.30,000,200.86856
2014-09-10,220.02,220.02,220.02,220.02,000,200.61327
2014-09-09,218.10001,218.10001,218.10001,218.10001,000,198.86261
2014-09-08,219.60001,219.60001,219.60001,219.60001,000,200.23032
2014-09-05,218.39,218.39,218.39,218.39,000,199.12703
2014-09-04,217.37,217.37,217.37,217.37,000,198.19699
2014-09-03,219.16,219.16,219.16,219.16,000,199.82912
2014-09-02,219.00,219.00,219.00,219.00,000,199.68323
2014-08-29,218.70,218.70,218.70,218.70,000,199.40968
2014-08-28,217.64,217.64,217.64,217.64,000,198.44319
2014-08-27,217.92,217.92,217.92,217.92,000,198.69849
2014-08-26,218.52,218.52,218.52,218.52,000,199.24557
2014-08-25,217.00999,217.00999,217.00999,217.00999,000,197.86874
2014-08-22,214.60001,214.60001,214.60001,214.60001,000,195.67133
2014-08-21,214.14,214.14,214.14,214.14,000,195.25191
2014-08-20,214.69,214.69,214.69,214.69,000,195.75339
2014-08-19,215.39,215.39,215.39,215.39,000,196.39165
2014-08-18,213.28999,213.28999,213.28999,213.28999,000,194.47687
2014-08-15,211.25999,211.25999,211.25999,211.25999,000,192.62593
2014-08-14,210.49001,210.49001,210.49001,210.49001,000,191.92386
2014-08-13,208.02,208.02,208.02,208.02,000,189.67172
2014-08-12,204.41,204.41,204.41,204.41,000,186.38013
2014-08-11,204.64999,204.64999,204.64999,204.64999,000,186.59895
2014-08-08,204.16,204.16,204.16,204.16,000,186.15219
2014-08-07,201.96001,201.96001,201.96001,201.96001,000,184.14624
2014-08-06,204.84,204.84,204.84,204.84,000,186.7722
2014-08-05,206.08,206.08,206.08,206.08,000,187.90283
2014-08-04,207.35001,207.35001,207.35001,207.35001,000,189.06082
2014-08-01,206.64,206.64,206.64,206.64,000,188.41344
2014-07-31,206.52,206.52,206.52,206.52,000,188.30402
2014-07-30,210.91,210.91,210.91,210.91,000,192.30681
2014-07-29,209.36,209.36,209.36,209.36,000,190.89352
2014-07-28,208.25,208.25,208.25,208.25,000,189.88142
2014-07-25,209.22,209.22,209.22,209.22,000,190.76587
2014-07-24,210.25,210.25,210.25,210.25,000,191.70502
2014-07-23,211.42999,211.42999,211.42999,211.42999,000,192.78093
